id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1095738253497064424,Habitación acogedora,446637632,Vivi,L'OLIVERETA,NOU MOLES,39.47201578533007,-0.3961384127711617,Private room,25,1,0,,,1,263,0,
1049951459258319319,Apartamento Valencia capital 5,551527047,Pau,BENICALAP,BENICALAP,39.49506796586564,-0.39443672796124596,Entire home/apt,75,30,1,2024-02-07,0.63,3,153,1,
674780679775096134,Spacious Two bedroom Spanish Flat,470461296,Marcos,EL PLA DEL REAL,MESTALLA,39.47088,-0.35649,Entire home/apt,201,3,69,2024-03-10,3.47,1,123,46,TX249984
874432257356774488,Wonderful house. Spectacular sea views,535881,Vicente,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.471365357196994,-0.3258287161588669,Entire home/apt,274,1,33,2024-03-03,3.37,5,271,33,VT36439-V
863896527065131441,Habitación XL Cerca metro playa,465324815,Elodie,ALGIROS,CIUTAT JARDI,39.47025992829272,-0.3477903756487621,Private room,35,7,0,,,24,365,0,
193326,"Hab. con balcón, cerca de la playa",937597,Noelia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.473,-0.32897,Private room,50,1,304,2024-03-17,2.01,2,165,62,
12302531,CENTRO HISTORICO VALENCIA,66191478,Claudia,CIUTAT VELLA,EL CARME,39.4786,-0.38183,Entire home/apt,,3,95,2024-02-04,0.98,1,0,14,VT-40397-V
50433644,Habitación privada para cuatro personas con Terraza Vistas a la Plaza del Ayuntamiento en Hotel Plaza View,404954120,Premium Flats,CIUTAT VELLA,SANT FRANCESC,39.47226,-0.37644,Private room,,1,0,,,4,187,0,
860017183988284610,chambre individuelle à Valence,30390619,Michelle,LA SAIDIA,MORVEDRE,39.486421149654774,-0.37766546498712816,Private room,,5,3,2023-11-12,0.53,2,269,3,
996476398212804969,Bonito y económico apartamento.,536276668,Eva,LA SAIDIA,TORMOS,39.48936,-0.37845,Entire home/apt,,1,0,,,1,258,0,
1093970853240924547,Fantástico loft en pleno centro,68602898,Carlos,CIUTAT VELLA,SANT FRANCESC,39.46804,-0.37632,Entire home/apt,,5,0,,,1,0,0,
957767232763616395,Cerca al mar y al oceanográfico,464528939,Tatiana,POBLATS MARITIMS,NATZARET,39.4517877478779,-0.3332396596670151,Private room,29,3,27,2024-03-12,3.68,2,164,27,
51934533,"Close to the beach, nice bedroom, women only",173679589,Carine,POBLATS MARITIMS,LA MALVA-ROSA,39.48154,-0.3283,Private room,34,2,18,2024-03-17,0.58,2,19,15,
558019278245356014,"Acogedor loft  de 51 mts , valencia",418516701,Jaqueline Y Jorge,POBLATS DEL SUD,EL FORN D'ALCEDO,39.43354,-0.37711,Entire home/apt,60,3,98,2024-03-20,4.16,2,355,42,03091980
908736263022592303,Bedroom 2: Marina Bliss,87353842,Jordan,POBLATS MARITIMS,EL GRAU,39.45842129937353,-0.3353166470640028,Private room,56,6,32,2024-03-23,3.39,3,169,32,
14345278,Dúplex luminoso,69014048,Beatriz,QUATRE CARRERES,LA PUNTA,39.43907,-0.36164,Entire home/apt,110,3,63,2023-10-01,0.68,1,339,8,
910146122700910859,Habitaciones Playa Malvarosa,519103010,Omar,POBLATS MARITIMS,LA MALVA-ROSA,39.481481536795705,-0.32833367485916265,Private room,30,1,30,2024-03-19,3.16,1,124,30,
866510677032650516,Room with private bathroom,509370246,Andrea,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.466963990937046,-0.3280713467601827,Private room,40,6,3,2023-08-15,0.35,5,112,3,
1061453121644745333,Habitacion muy luminosa cerca de la playa,311202597,Jorge,POBLATS MARITIMS,EL GRAU,39.45966689999999,-0.3401112,Private room,20,29,1,2024-02-23,1,12,326,1,
1114725550607049314,Central quiet double room,142495300,Celia C,L'OLIVERETA,NOU MOLES,39.47100297601272,-0.40259653389220706,Private room,23,1,1,2024-03-22,1,3,163,1,
20955438,"Habitación para dos en Ruzafa, en piso centrico.",150710152,Maria Cristina,L'EIXAMPLE,RUSSAFA,39.46183,-0.36454,Private room,40,1,241,2024-03-10,3.06,2,22,64,
686071305830682216,DESIGN APARTMENT - LLEVANT - APT. C,473275067,Salvador,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47416,-0.32797,Entire home/apt,141,1,44,2024-03-10,2.35,2,281,30,VT-51152-V
931014731333751127,Terraza en la Ciudad de las Ciencias,44509424,Valentina,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.456607,-0.3594617,Private room,44,1,7,2023-09-05,0.83,2,24,7,
53004464,独立大房间出租 N4,205472457,Qianqian,EL PLA DEL REAL,MESTALLA,39.47427,-0.3562,Private room,34,1,69,2024-03-04,2.36,7,7,30,
1036377682435074083,Habitación espaciosa Benimaclet,246952813,Sònia,BENIMACLET,BENIMACLET,39.48562939801474,-0.3589886356605514,Private room,68,1,1,2024-03-17,1,2,235,1,
52237603,Acogedora habitación en Valencia (Benimaclet),18075229,Soraya,BENIMACLET,BENIMACLET,39.48742,-0.36133,Private room,116,1,21,2022-04-01,0.69,1,310,0,
19694078,Upscale Apartment Close to the Beach,2751220,Elena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47071,-0.32868,Entire home/apt,159,4,260,2024-02-29,3.20,3,134,54,VT-41458-V
917893810153849807,Habitación amplía y muy cómoda.,461161237,Jhon,BENICALAP,BENICALAP,39.49221,-0.3945,Private room,27,1,17,2024-02-25,1.91,2,180,17,
1086794560964887817,"Habitación por día,",397604095,Humberto,POBLATS DEL SUD,LA TORRE,39.43503,-0.39181,Private room,28,1,2,2024-02-27,2,3,263,2,
945461831395266549,Habitación luminosa y acogedora con baño privado,4616732,Manuela,RASCANYA,SANT LLORENS,39.492138760630795,-0.36855064293315615,Private room,56,2,1,2024-03-20,1,1,42,1,
13528151,Good Ubication!!  University zone,54456733,Miguel,EL PLA DEL REAL,MESTALLA,39.47234,-0.35455,Private room,32,2,204,2024-03-24,2.16,4,301,40,
888199541903325128,Luminosa habitación doble con balcón,246758230,Belén Y Joaquín,RASCANYA,ELS ORRIOLS,39.49304283273157,-0.3705333226764063,Private room,29,1,22,2024-03-20,2.13,2,345,22,
1106581928974584736,Habitación en Blasco Ibañez,60187479,Toni,EL PLA DEL REAL,MESTALLA,39.4757,-0.3567,Private room,27,15,0,,,14,246,0,
1086329591438786730,Cosy double room,452248473,Az,CAMPANAR,LES TENDETES,39.482608887307755,-0.38369033485651016,Private room,91,2,0,,,7,22,0,
660057228568152991,艺术城独立房间A,441625251,Molly,QUATRE CARRERES,MONT-OLIVET,39.4591,-0.35861,Private room,29,5,84,2024-02-29,3.99,6,19,32,
866436323270459028,Room in apartment next to the beach 1,509370246,Andrea,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46679002359228,-0.32712990556335486,Private room,70,7,3,2023-07-29,0.34,5,244,3,
972990492889851845,Cosy Room near the beach and best area of Valencia,535432114,Jose Carlos,CAMINS AL GRAU,PENYA-ROJA,39.45755208534636,-0.344795687548991,Private room,49,2,8,2024-03-19,4.14,2,121,8,
6309654,Rooftop with Unique Beach Views,7336811,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46874,-0.32614,Entire home/apt,101,5,146,2024-03-10,1.38,1,162,27,VT-37175-V
910825361397880427,Apartament Beach Malvarrosa II,333736576,Laura,POBLATS MARITIMS,LA MALVA-ROSA,39.480418268895534,-0.32585899871059354,Entire home/apt,112,2,15,2024-03-06,1.65,16,319,15,
665911121233525603,¡Tu vivienda vacacional en segunda linea de playa!,468160505,Manuel,POBLATS MARITIMS,LA MALVA-ROSA,39.48037,-0.32682,Entire home/apt,111,1,217,2024-03-17,10.42,3,161,123,
37668959,Room near the beach with A/C. Ref5,60717278,Zara,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.467872619628906,-0.3254320025444031,Private room,71,1,4,2023-09-07,0.09,7,0,3,
932016507470028865,Dulce hogar! Como en tu casa !,524722970,Dorling,RASCANYA,TORREFIEL,39.490777831328685,-0.3817111998796463,Private room,23,1,41,2024-03-16,4.84,2,53,41,
19622382,FUNKY RETRO DOUBLE ROOM,21054801,Alex,L'EIXAMPLE,RUSSAFA,39.46266,-0.36571,Private room,47,3,291,2024-03-06,3.56,2,246,29,
1034049187890417089,Habitación en Valencia,29213455,Maria Celeste,QUATRE CARRERES,MONT-OLIVET,39.456385340001866,-0.36533728214458305,Private room,53,1,2,2023-12-17,0.53,2,13,2,
848119506097114074,REIG 3. Studio up to 3 pax. Valencia,170698476,Bet,BENIMACLET,BENIMACLET,39.48260423203162,-0.35977975336720924,Entire home/apt,136,1,0,,,36,264,0,
1101320501812379532,Piso en Malvarrosa,192250878,Maria Jose,POBLATS MARITIMS,LA MALVA-ROSA,39.47857,-0.32834,Entire home/apt,94,1,3,2024-03-17,3,3,80,3,
801126153299491306,Habitación Doble AVE-Joaquín Sorolla,33806568,Rafa Y Jorge,PATRAIX,PATRAIX,39.46085,-0.38883,Private room,29,1,70,2024-03-08,5.07,22,92,62,
1116370794859543428,apartamento be,517699752,Juan,BENIMACLET,BENIMACLET,39.485801543226295,-0.3574999049305916,Entire home/apt,90,1,0,,,1,19,0,
49897341,Habitación doble con A/C a 10 minutos del Centro,34475201,Alvaro,LA SAIDIA,MORVEDRE,39.48613357543945,-0.37598899006843567,Private room,47,1,27,2024-03-17,0.78,1,177,20,
51711492,Puerto&Suites Loft comfort .A.C&Wifi,416977456,Puerto  Suites,POBLATS MARITIMS,EL GRAU,39.46058,-0.33524,Entire home/apt,126,2,70,2024-03-10,2.23,5,136,28,AV12
908791675173760238,Casa Albufera suite,91972362,Marila,POBLATS DEL SUD,EL PALMAR,39.31318333951987,-0.3171626929492776,Entire home/apt,95,2,11,2024-03-10,1.21,7,296,11,
939702361197100367,Serene Apartment with a Relaxing Atmosphere,258340007,Saba,LA SAIDIA,MORVEDRE,39.48477,-0.37624,Entire home/apt,198,1,2,2023-10-16,0.34,33,365,2,
27109062,Fully equipped apartment near port and sea,649237,Michael,POBLATS MARITIMS,EL GRAU,39.45967,-0.33505,Entire home/apt,97,3,87,2024-03-12,1.27,2,71,22,
1115310459734542094,Alojamiento 3 plazas Playa Malvarrosa,524963386,Aura,POBLATS MARITIMS,LA MALVA-ROSA,39.47976396987832,-0.3289461003862328,Private room,69,1,0,,,2,242,0,
685385849229623353,Holiday Hanna's House,473103391,Elena,QUATRE CARRERES,MONT-OLIVET,39.45969395646752,-0.36350637674331665,Entire home/apt,264,2,16,2024-03-20,0.81,1,254,8,
686089477172378038,DESIGN APARTMENT - AIGUA - APT. E,473275067,Salvador,POBLATS MARITIMS,LA MALVA-ROSA,39.47531,-0.32836,Entire home/apt,137,1,41,2024-03-12,2.22,2,281,29,VT-51154-V
686726336571716961,Lovely bedroom in a share apartment in Valencia,288636653,Karoline,BENICALAP,BENICALAP,39.4905,-0.38599,Private room,35,2,18,2024-03-17,0.96,4,365,11,
690261631938532869,DESIGN APARTMENT - BRISA - APT. A,474277585,Promociones Y Construcciones,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47379,-0.32976,Entire home/apt,136,1,37,2024-03-09,2.05,1,281,27,VT-51149-V
691687732067608654,Amplia Habitación doble en Valencia.,265621759,Carla,CAMINS AL GRAU,CAMI FONDO,39.46669,-0.35655,Private room,65,2,5,2023-12-03,0.62,1,38,5,
692161782115483450,Lujoso apartamento en zona Cabañal,357813678,David,POBLATS MARITIMS,BETERO,39.47216,-0.33427,Entire home/apt,95,2,6,2024-03-17,4.86,3,193,6,
692743590596857040,Habitación en Valencia,252094015,Zully,L'OLIVERETA,TRES FORQUES,39.4645321,-0.4011461,Private room,44,4,6,2023-03-20,0.34,1,112,0,
693325758245249336,"TOP DUPLEX,  nuevo a ESTRENAR EXCELENTE UBICACION,",211991268,ValenciaGUEST,CAMINS AL GRAU,PENYA-ROJA,39.46321072496205,-0.35729872327881385,Entire home/apt,135,2,41,2024-01-29,2.10,31,136,23,
694103271858687246,City of Arts and Sciences/pool/sauna/gym/parking.,398670832,Berna,CAMINS AL GRAU,PENYA-ROJA,39.46046,-0.35134,Entire home/apt,148,2,78,2024-03-10,4.12,1,311,61,
694640267906018231,Habitación amplia y luminosa en  centro de Ruzafa,472868922,Isabel,L'EIXAMPLE,RUSSAFA,39.46007,-0.37545,Private room,42,2,48,2024-03-13,2.52,2,324,38,
695442992447674153,"THE MOON. VALENCIA 
BULEVAR SUR.",371908119,Rafael,JESUS,SANT MARCEL.LI,39.44541,-0.389,Entire home/apt,46,3,49,2024-03-20,2.54,2,151,31,
695550552069138026,Opera Loft Love. A/C+ WiFi+ 4 Pax,14182776,Alberto,CAMINS AL GRAU,PENYA-ROJA,39.46357,-0.35842,Entire home/apt,172,1,27,2024-02-23,1.42,66,292,12,EGVT-0234-V
700848091996225106,Modern Apartment near City of Arts & Sciences,14731723,Tiago,QUATRE CARRERES,MONT-OLIVET,39.45769,-0.36472,Entire home/apt,75,30,0,,,1,305,0,
702122535727060828,"Piso D, Wifi, A.A, entre Ciudad Ciencias y Centro",52554303,Leontina,QUATRE CARRERES,MONT-OLIVET,39.457181812943745,-0.3657405380880551,Entire home/apt,101,1,32,2024-03-17,1.71,6,155,20,
702174794835721637,Precioso apartamento en Valencia,130885446,Maria Veronica,LA SAIDIA,MORVEDRE,39.48576,-0.37332,Entire home/apt,220,3,13,2024-02-23,0.70,5,34,5,
703458147800229401,Casa típica en el Cabanyal con terraza,333736576,Laura,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47174,-0.32889,Entire home/apt,108,2,41,2024-03-04,2.41,16,294,35,VT-51600-V
707072006986817014,Exclusivo Apartamento de Lujo con Piscina,475796527,David,BENICALAP,BENICALAP,39.49432,-0.4021,Entire home/apt,139,2,13,2023-10-29,0.69,1,297,9,
707830310577625843,Tranquila habitación con vistas en residencial,477958824,María,QUATRE CARRERES,LA PUNTA,39.45035,-0.33923,Private room,80,1,3,2023-12-04,0.19,1,361,1,
709363627632923783,"Bonito apartamento, con excelente ubicación",257537318,Anny,EL PLA DEL REAL,JAUME ROIG,39.4822,-0.36189,Private room,30,1,54,2023-12-03,3.06,1,350,41,
711674348214652896,Habitación doble en Ciudad de las Artes y Ciencias,58638648,Olivera,QUATRE CARRERES,NA ROVELLA,39.4547,-0.36204,Private room,,2,6,2023-06-07,0.33,1,359,1,
711968665913013181,Habitación en Valencia Centro,38080133,Estefanía,L'EIXAMPLE,LA GRAN VIA,39.4669866,-0.36453,Private room,60,2,39,2024-03-22,3.29,1,130,39,
712660716023019471,Habitación con baño dentro de la habitación.,293316381,Olmo,PATRAIX,FAVARA,39.45579,-0.39132,Private room,31,28,7,2023-12-07,0.42,1,143,6,
715709252939534261,Historic and stylish apartment in El Carmen,85181253,Cilda,CIUTAT VELLA,LA SEU,39.47760560908984,-0.3754137083888054,Entire home/apt,102,2,83,2024-03-10,4.55,2,49,51,
716417495566484175,Verdi,475741408,Angel,POBLATS MARITIMS,LA MALVA-ROSA,39.47952,-0.32891,Entire home/apt,179,1,14,2024-03-19,0.77,21,231,11,
716418768758780939,Strauss,475741408,Angel,L'EIXAMPLE,RUSSAFA,39.4642,-0.37486,Entire home/apt,158,1,10,2024-03-16,0.57,21,230,5,
716422131394167774,Nyman,475741408,Angel,EXTRAMURS,LA ROQUETA,39.46834,-0.38115,Entire home/apt,126,1,6,2023-11-25,0.36,21,47,3,
716422614399590186,Verdi 2,475741408,Angel,POBLATS MARITIMS,LA MALVA-ROSA,39.48087,-0.32874,Entire home/apt,168,1,3,2023-06-30,0.33,21,206,3,
716422791065767081,Marina 4a,475741408,Angel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46303,-0.32971,Entire home/apt,147,1,3,2023-10-21,0.25,21,215,3,
716423261653121730,Ferrero,475741408,Angel,L'EIXAMPLE,RUSSAFA,39.46204,-0.3753,Entire home/apt,210,1,14,2024-03-23,0.77,21,225,11,
716448388554472357,Alquiler mensual de apartamento con amplia terraza,6783167,Salvador,EXTRAMURS,LA PETXINA,39.47153,-0.38918,Entire home/apt,85,32,0,,,1,219,0,
718104673975364111,Apartamento cerca del Mar,53687676,Cris,POBLATS MARITIMS,NATZARET,39.45113,-0.33409,Entire home/apt,,1,11,2024-02-24,0.61,2,0,7,
720096889912378407,barro habitación albufera en el Palmar Valencia,479209522,Rogelio Jose,POBLATS DEL SUD,EL PALMAR,39.30685,-0.31726,Private room,35,1,31,2023-11-29,1.71,4,88,19,
720256349877430024,Soleado piso en Valencia,15858864,Marta,CAMINS AL GRAU,AIORA,39.46796,-0.34733,Entire home/apt,259,2,0,,,2,153,0,
722021642187220119,"Elegante, céntrico, adaptado y parking gratuito.",148837033,Ana,LA SAIDIA,SANT ANTONI,39.48855857788494,-0.37083014845848083,Entire home/apt,109,2,47,2024-03-20,2.76,2,351,35,VT-51645-V
730204310821732746,Gran piso exclusivo en el centro histórico (6 PAX),482178524,Neus,CIUTAT VELLA,EL CARME,39.47792,-0.38008,Entire home/apt,194,4,65,2024-03-19,3.91,1,64,49,
730934256080614909,Habitación amplia y cómoda a 5min de la playa,340172433,Brenda,POBLATS MARITIMS,NATZARET,39.450622,-0.33342,Private room,26,7,4,2023-08-13,0.24,4,27,2,
730951084080464280,Bedroom 1: Marina Bliss,87353842,Jordan,POBLATS MARITIMS,EL GRAU,39.46031911028932,-0.3350679288142452,Private room,56,1,27,2024-03-05,2.59,3,177,27,
734171329348297383,Acogedora y amplia habitación a 5min de la playa,340172433,Brenda,POBLATS MARITIMS,NATZARET,39.45140187396912,-0.3328360786252544,Private room,25,7,10,2024-01-05,0.57,4,252,4,
734560455225362543,"Spacious 3-bedroom apartment, 1Gb wifi, aircon",8712416,Harald,QUATRE CARRERES,MALILLA,39.45584,-0.37709,Entire home/apt,80,28,12,2024-03-20,0.79,1,105,10,
1087039464792790514,Modern studio a few blocks away from the centre,134221412,VLC Host,LA SAIDIA,MORVEDRE,39.48253606756751,-0.3764291382339778,Entire home/apt,200,30,0,,,141,364,0,
736974460612283699,Habitación en casco histórico Valencia,7507538,Teresa,CIUTAT VELLA,EL MERCAT,39.47489,-0.37821,Private room,59,1,75,2024-03-11,4.34,1,60,54,
738055015401048401,Valencia Beach/Cabañal 2 bed/2 bath apartment.,6976863,Msa,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46577,-0.32972,Entire home/apt,75,28,6,2023-07-31,0.40,6,353,2,
740644862949159615,"Habitación privada en Jesús, Valencia",398853983,Carla,JESUS,LA RAIOSA,39.45877,-0.38476,Private room,65,1,22,2023-05-14,1.27,1,3,5,
742565379541780696,Habitación con baño privado y wifi en Valencia.,325331249,Daniela,PATRAIX,SAFRANAR,39.46137,-0.39797,Private room,50,1,33,2024-03-18,1.96,1,76,26,
743401609852539297,Habitación doble cerca del Turia,181751985,Emilio,LA SAIDIA,MARXALENES,39.48754739888268,-0.38546493068847276,Private room,46,2,65,2024-03-23,3.81,1,64,48,
744849560721863587,beach&port&valencia top new apartment confort,211991268,ValenciaGUEST,POBLATS MARITIMS,EL GRAU,39.46066,-0.33331,Entire home/apt,117,2,37,2023-12-29,2.17,31,149,25,
744900901922925696,Apartamento primera línea playa de las Arenas,484923075,Isabel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4707445,-0.3252481,Entire home/apt,131,2,83,2024-03-22,4.86,2,216,63,
745460996523640625,Urban Art Hotel - Superior Private Room,478243800,Carolina,LA SAIDIA,MORVEDRE,39.48196,-0.3774,Private room,,1,1,2023-03-06,0.08,5,269,0,
745469877661275455,Urban Art Hotel - Deluxe Private Room,478243800,Carolina,LA SAIDIA,MORVEDRE,39.4829832,-0.3766562,Private room,,1,0,,,5,284,0,
745489583366115986,Urban Art Hotel - Attic Bohemian Room,478243800,Carolina,LA SAIDIA,MORVEDRE,39.48185,-0.37698,Private room,148,1,1,2023-01-11,0.07,5,304,0,
745498349815218758,Urban Art Hotel - Suite Studio,478243800,Carolina,LA SAIDIA,MORVEDRE,39.4829832,-0.3766562,Private room,184,1,0,,,5,234,0,
745502008718744482,Cortes Valencianas,125037312,Claudia,CAMPANAR,SANT PAU,39.49322670000001,-0.4023211,Entire home/apt,66,28,1,2023-01-01,0.07,25,187,0,
745531264427369392,Bonito apartamento junto al casco antiguo 2,432981976,Clink,LA SAIDIA,TRINITAT,39.48036,-0.37005,Entire home/apt,114,1,18,2024-03-16,1.09,20,116,12,
751138893798983304,Apartamento nuevo cerca de la playa y WIFI gratis,486015813,Carlos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46524,-0.33212,Entire home/apt,133,4,23,2024-01-02,1.38,1,116,12,VT-50519-V
752089553488430038,Precioso loft en el corazón de Valencia,483823691,Jose,L'EIXAMPLE,LA GRAN VIA,39.46637,-0.36652,Entire home/apt,118,5,30,2024-03-13,1.95,1,147,22,
752648106428628552,Habitación promoción Colibrí Cerca AVE y Centro,473092239,Angra,EXTRAMURS,ARRANCAPINS,39.46411742764376,-0.38581028580665594,Private room,28,1,103,2024-03-19,6.34,4,32,81,
752805739864187543,1 Habitación a 1 parada en tren del centro (4min),22767933,Cristofer,POBLATS DEL SUD,FAITANAR,39.42753309107966,-0.3951963092973765,Private room,40,1,41,2024-02-06,2.43,1,84,25,
754248004741967335,Precioso loft con patio,30101735,Valentina,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46789,-0.3286,Entire home/apt,38,29,5,2023-10-19,0.39,3,158,4,
754859004656999801,Prime double bedroom with private bathroom,484231203,María,EXTRAMURS,ARRANCAPINS,39.46728,-0.38391,Private room,52,2,56,2024-03-03,3.45,2,76,50,
756260729023881094,Valencia Luxury - Boutique El Carmen,486994719,Mafermar Investments,CIUTAT VELLA,EL CARME,39.47911,-0.37932,Entire home/apt,157,2,4,2024-03-10,0.37,1,288,4,
759366517680399051,Great place in the Old Town,487545790,Ana Natalia,CIUTAT VELLA,EL CARME,39.47765,-0.37788,Entire home/apt,75,2,72,2024-03-01,4.45,2,54,57,
761305921922120928,Torres de Quart,125037312,Claudia,CIUTAT VELLA,EL CARME,39.47648,-0.38187,Entire home/apt,73,30,5,2023-12-02,0.33,25,63,3,
761341367032429221,Apartamento  el Saler playas. Valencia,85434797,Patricio,POBLATS DEL SUD,EL SALER,39.35549509162646,-0.323892926983651,Entire home/apt,85,7,13,2023-09-16,0.85,1,285,12,
762074568982496618,Cozy Apartment Valencia,488070732,Fundació De La Comunitat Valenciana,POBLATS MARITIMS,NATZARET,39.44834,-0.33356,Entire home/apt,85,30,1,2023-04-07,0.08,1,251,1,
762287180457241429,DoubleBed peaceful Terrace near Cabanyal beach,384648424,Mariana,ALGIROS,L'ILLA PERDUDA,39.4678976,-0.3380524,Private room,24,10,5,2023-09-27,0.34,4,301,3,
765729763603155753,Luminoso apartamento en Ruzafa,427308920,Julio,QUATRE CARRERES,EN CORTS,39.45673,-0.36918,Entire home/apt,165,4,46,2024-03-17,2.89,7,245,39,
767309129904049068,Total Valencia AyuntamientoÁtico,18858150,Total Leisure,CIUTAT VELLA,SANT FRANCESC,39.4721562,-0.3760688,Entire home/apt,219,2,1,2024-02-04,0.59,22,217,1,
770126534372448006,Appartement 6 km away from the beach for 4 ppl.,432577309,"Loic, Estelle And Co",CIUTAT VELLA,EL MERCAT,39.4734041,-0.3801941,Entire home/apt,191,1,0,,,1,365,0,VT-39642-V
1087039627990745105,Modern studio a few blocks away from the centre,134221412,VLC Host,LA SAIDIA,MORVEDRE,39.48259013399738,-0.37815544924453137,Entire home/apt,200,30,0,,,141,364,0,
771604220806258811,100 m away from the beach! Appartement for 5 ppl.,432578227,"Loic, Estelle And Co",POBLATS DEL SUD,EL SALER,39.36415,-0.32088,Entire home/apt,900,1,0,,,1,365,0,AT-45154-V
772161653806470371,Exclusivo Loft con terraza en Ciudad Artes y Cienc,489807218,Paula,QUATRE CARRERES,MONT-OLIVET,39.4590495,-0.3596574,Entire home/apt,191,1,49,2024-02-03,3.30,1,152,37,VT51647V
776016396000170236,Room in a quiet area,455795381,Ivan,CAMINS AL GRAU,AIORA,39.46545193450777,-0.3437236048934933,Private room,33,1,81,2024-03-03,5.57,3,144,73,
777946256008990117,Precioso apartamento nuevo en Casco Antiguo,189526611,Ruben,EXTRAMURS,EL BOTANIC,39.47501320686813,-0.38662107716023086,Entire home/apt,64,1,35,2024-03-20,4.29,20,301,35,
778852142792240035,LoftGamer Billar-Garaje-Piscina,488481610,Compania De Alquileres,PATRAIX,VARA DE QUART,39.46165,-0.41242,Entire home/apt,61,2,50,2024-03-20,3.39,9,265,35,
780380534337550989,L2 - Estudio de lujo precioso en Centro Valencia.,400448714,MyCO,CIUTAT VELLA,EL MERCAT,39.475402436345156,-0.37901670079164174,Entire home/apt,58,29,1,2023-04-30,0.09,32,285,1,
780470489896125800,LA 1.2 Habitación doble apartamento lujo en Centro,400448714,MyCO,QUATRE CARRERES,MONT-OLIVET,39.45946,-0.3644,Private room,33,30,0,,,32,297,0,
782960964405954826,Habitacione individual centro N6,205472457,Qianqian,EL PLA DEL REAL,MESTALLA,39.4725694,-0.3552062,Private room,22,1,49,2024-02-25,3.20,7,32,41,
784709131670202238,brand new/best location/private bathroom/balcony,466903635,Leovanis,EXTRAMURS,LA ROQUETA,39.46717,-0.38242,Private room,203,2,18,2023-03-19,1.24,5,96,0,
784877493451645956,Habitación doble Valencia,39499528,Inma,RASCANYA,TORREFIEL,39.49559023418574,-0.37834651251279366,Private room,40,1,2,2024-03-18,2,1,164,2,
785689203850632931,Habitación en Valencia 2,85283078,Alberto,RASCANYA,TORREFIEL,39.49680159019529,-0.37324586508177937,Private room,38,10,4,2023-07-29,0.29,1,91,2,
785978727555064748,Charming flat in trendy Russafa,402016170,Jesus,L'EIXAMPLE,RUSSAFA,39.46186775653894,-0.3766163158444582,Entire home/apt,90,28,6,2024-01-13,0.45,5,50,5,
789825618743404001,"Rualva Flats, Convento 2 with terrace",129996041,Marcos,EXTRAMURS,LA ROQUETA,39.4653832,-0.3798197,Entire home/apt,195,4,17,2024-01-23,1.20,7,81,15,VT-51843-V
791074359190123648,Alojame Valencia,488622111,Alexandro,QUATRE CARRERES,NA ROVELLA,39.45371066317784,-0.36472099085407905,Entire home/apt,108,2,2,2024-02-16,0.14,2,162,1,
791145533888589365,Roger Apartment 1,80869460,Claudio,CIUTAT VELLA,EL PILAR,39.47162598872278,-0.3814748302102089,Entire home/apt,93,2,56,2024-03-13,3.75,30,115,49,VT-50620-V
791774942609604559,Roger apartment 5,80869460,Claudio,CIUTAT VELLA,EL PILAR,39.471632200231646,-0.3814748302102089,Entire home/apt,116,2,50,2024-03-20,3.33,30,113,43,VT-50623-T
793668073392180093,2-rooms/ private bathroom / AC / 10 min center,493224134,Daniela,PATRAIX,FAVARA,39.45552601070773,-0.3937082496798202,Private room,72,2,62,2024-03-20,4.27,8,38,49,
795471367868368587,Apartamento Ciudad de las Artes y las Ciencias,493861970,Estefania,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45964322701806,-0.3585518839338355,Entire home/apt,150,2,15,2023-12-29,1.14,1,6,11,
795567891761399086,Roger apartment 6,80869460,Claudio,CIUTAT VELLA,SANT FRANCESC,39.47044209824784,-0.3822680844055407,Entire home/apt,131,2,53,2024-03-02,3.64,30,90,46,
795774445523678069,Valencia,24509142,Susana Beatriz,EL PLA DEL REAL,MESTALLA,39.468527618980744,-0.35598993742136836,Entire home/apt,70,3,69,2024-03-22,4.77,1,24,60,
